,loss,mae,mse,mape,r2,val_loss,val_mae,val_mse,val_mape,val_r2
0,12.788933753967285,12.788933753967285,215.2693328857422,55.24623489379883,-5.658665180206299,6.586185932159424,6.586185932159424,57.871726989746094,29.09788703918457,-1.484872817993164
1,5.618791580200195,5.618791580200195,41.554840087890625,26.437641143798828,-0.8548078536987305,5.106639385223389,5.106639385223389,33.56487274169922,24.739381790161133,-0.44119489192962646
2,4.327561378479004,4.327561378479004,25.052949905395508,21.019617080688477,-0.11824297904968262,3.75919508934021,3.75919508934021,19.50480842590332,18.875446319580078,0.16251039505004883
3,3.0092079639434814,3.0092079639434814,14.292586326599121,15.094379425048828,0.36204785108566284,2.494752883911133,2.494752883911133,11.657155990600586,12.918465614318848,0.4994697570800781
4,2.226076364517212,2.226076364517212,9.46340560913086,11.056914329528809,0.5775991678237915,2.0007591247558594,2.0007591247558594,8.494664192199707,10.161865234375,0.6352595686912537
5,1.8821964263916016,1.8821964263916016,7.261511325836182,9.218717575073242,0.6758811473846436,1.7784383296966553,1.7784383296966553,6.773187160491943,8.964826583862305,0.7091755867004395
6,1.6715145111083984,1.6715145111083984,5.831627368927002,8.122469902038574,0.7397042512893677,1.5791906118392944,1.5791906118392944,5.4759202003479,7.856658458709717,0.7648771405220032
7,1.5041429996490479,1.5041429996490479,4.819581031799316,7.259985446929932,0.7848771214485168,1.4485522508621216,1.4485522508621216,4.607863426208496,7.1527485847473145,0.8021494150161743
8,1.3657255172729492,1.3657255172729492,4.107406139373779,6.5286431312561035,0.8166651725769043,1.2983009815216064,1.2983009815216064,3.9328360557556152,6.238657474517822,0.8311334848403931
9,1.2548178434371948,1.2548178434371948,3.6070151329040527,5.9195685386657715,0.8390002250671387,1.2102069854736328,1.2102069854736328,3.512589454650879,5.736660957336426,0.8491778373718262
10,1.1706949472427368,1.1706949472427368,3.255662441253662,5.4553070068359375,0.8546829223632812,1.1416443586349487,1.1416443586349487,3.212008476257324,5.3372273445129395,0.8620840907096863
11,1.1175569295883179,1.1175569295883179,3.0060324668884277,5.194857120513916,0.8658251762390137,1.1006138324737549,1.1006138324737549,3.0061099529266357,5.130875587463379,0.8709248900413513
12,1.0705350637435913,1.0705350637435913,2.7971267700195312,4.9686150550842285,0.8751497268676758,1.0635485649108887,1.0635485649108887,2.8522732257843018,4.93195104598999,0.8775302171707153
13,1.0300897359848022,1.0300897359848022,2.6113193035125732,4.772727012634277,0.883443295955658,1.0380496978759766,1.0380496978759766,2.7161154747009277,4.805685997009277,0.8833765387535095
14,0.9946557283401489,0.9946557283401489,2.4561362266540527,4.602570533752441,0.8903698921203613,1.0169718265533447,1.0169718265533447,2.6017279624938965,4.702876091003418,0.8882880806922913
15,0.9619585871696472,0.9619585871696472,2.311645984649658,4.447843074798584,0.8968192934989929,0.9840947985649109,0.9840947985649109,2.456373691558838,4.565793514251709,0.8945292234420776
16,0.9322423934936523,0.9322423934936523,2.1928012371063232,4.303175449371338,0.9021239280700684,0.9587030410766602,0.9587030410766602,2.361727714538574,4.453128814697266,0.8985930681228638
17,0.9015099406242371,0.9015099406242371,2.0680363178253174,4.157929420471191,0.9076928496360779,0.9353832006454468,0.9353832006454468,2.254357099533081,4.354661464691162,0.9032033085823059
18,0.878174364566803,0.878174364566803,1.9636712074279785,4.043994903564453,0.9123511910438538,0.9188302755355835,0.9188302755355835,2.1724977493286133,4.27495002746582,0.9067181944847107
19,0.8511842489242554,0.8511842489242554,1.8729689121246338,3.9187629222869873,0.9163997173309326,0.8995983600616455,0.8995983600616455,2.0830299854278564,4.189207553863525,0.9105597138404846
20,0.8239600658416748,0.8239600658416748,1.7785818576812744,3.791452646255493,0.9206126928329468,0.8812543749809265,0.8812543749809265,2.0025291442871094,4.1049485206604,0.9140162467956543
21,0.8166408538818359,0.8166408538818359,1.710593342781067,3.7612662315368652,0.9236473441123962,0.8604714274406433,0.8604714274406433,1.924649715423584,4.018125534057617,0.9173601865768433
22,0.7825448513031006,0.7825448513031006,1.6256499290466309,3.6025338172912598,0.9274388551712036,0.8471152782440186,0.8471152782440186,1.8570688962936401,3.955185890197754,0.9202619194984436
23,0.7723194360733032,0.7723194360733032,1.560105800628662,3.555187225341797,0.9303643703460693,0.8352483510971069,0.8352483510971069,1.7977880239486694,3.901240825653076,0.9228073358535767
24,0.7508149147033691,0.7508149147033691,1.4881799221038818,3.457073211669922,0.9335747957229614,0.8124845027923584,0.8124845027923584,1.7232801914215088,3.807008743286133,0.9260064959526062
25,0.7262934446334839,0.7262934446334839,1.4257235527038574,3.3435325622558594,0.9363625645637512,0.7997287511825562,0.7997287511825562,1.6671903133392334,3.746314287185669,0.9284148812294006
26,0.7091532349586487,0.7091532349586487,1.372581124305725,3.2676055431365967,0.9387345910072327,0.7862302660942078,0.7862302660942078,1.6102484464645386,3.689612627029419,0.9308598041534424
27,0.696266233921051,0.696266233921051,1.3200757503509521,3.205744981765747,0.9410781860351562,0.777346670627594,0.777346670627594,1.5615394115447998,3.6470437049865723,0.9329512715339661
28,0.6777011156082153,0.6777011156082153,1.2543869018554688,3.122264862060547,0.9440101981163025,0.7573680877685547,0.7573680877685547,1.5053889751434326,3.5721938610076904,0.9353622198104858
29,0.663213849067688,0.663213849067688,1.2124946117401123,3.0576975345611572,0.9458800554275513,0.7487689256668091,0.7487689256668091,1.46091890335083,3.523338556289673,0.9372716546058655
30,0.6455592513084412,0.6455592513084412,1.1680034399032593,2.9738008975982666,0.9478659629821777,0.7417361736297607,0.7417361736297607,1.411387324333191,3.4933862686157227,0.9393984079360962
31,0.6381804943084717,0.6381804943084717,1.132424235343933,2.940056562423706,0.9494540691375732,0.723102867603302,0.723102867603302,1.3760175704956055,3.4157779216766357,0.9409171342849731
32,0.6208385229110718,0.6208385229110718,1.0859640836715698,2.863635778427124,0.9515277743339539,0.7171288728713989,0.7171288728713989,1.3326514959335327,3.3836801052093506,0.9427791237831116
33,0.6147593855857849,0.6147593855857849,1.0533134937286377,2.838989496231079,0.9529851675033569,0.706173837184906,0.706173837184906,1.296765685081482,3.3336431980133057,0.944320023059845
34,0.6073325276374817,0.6073325276374817,1.0200952291488647,2.8033807277679443,0.9544678926467896,0.6978570818901062,0.6978570818901062,1.2629262208938599,3.2975237369537354,0.9457730054855347
35,0.598861038684845,0.598861038684845,0.9971698522567749,2.770235300064087,0.9554911255836487,0.6826952695846558,0.6826952695846558,1.2291741371154785,3.2405292987823486,0.9472222328186035
36,0.5791023373603821,0.5791023373603821,0.9552236199378967,2.676161050796509,0.9573634266853333,0.668692946434021,0.668692946434021,1.197592854499817,3.1879310607910156,0.9485782384872437
37,0.5733073949813843,0.5733073949813843,0.9354768395423889,2.6490395069122314,0.958244800567627,0.6643971800804138,0.6643971800804138,1.1632022857666016,3.1588761806488037,0.9500548839569092
38,0.5650495290756226,0.5650495290756226,0.9019368886947632,2.611403703689575,0.9597418904304504,0.6546869874000549,0.6546869874000549,1.1422702074050903,3.129612445831299,0.9509536623954773
